t,d1,d2,d3
3.377,6.266,10.692,13.823
3.378,6.249,10.671,13.788
3.380,6.234,10.648,13.748
3.382,6.223,10.623,13.709
3.383,6.210,10.596,13.668
3.385,6.196,10.568,13.623
3.387,6.186,10.540,13.580
3.388,6.180,10.512,13.538
3.390,6.176,10.486,13.500
3.392,6.170,10.463,13.463
3.393,6.171,10.446,13.428
3.395,6.175,10.435,13.401
3.397,6.176,10.427,13.376
3.398,6.172,10.420,13.351
3.400,6.170,10.416,13.327
3.402,6.170,10.417,13.309
3.403,6.166,10.418,13.295
3.405,6.159,10.417,13.279
3.407,6.156,10.415,13.263
3.408,6.160,10.414,13.248
3.410,6.164,10.411,13.234
3.412,6.167,10.404,13.216
3.413,6.174,10.395,13.196
3.415,6.186,10.390,13.177
3.417,6.196,10.387,13.159
3.418,6.205,10.388,13.141
3.420,6.212,10.390,13.128
3.422,6.217,10.397,13.120
3.423,6.213,10.409,13.118
3.425,6.202,10.421,13.117
3.427,6.185,10.434,13.113
3.428,6.163,10.446,13.108
3.430,6.139,10.456,13.094
3.432,6.114,10.460,13.073
3.433,6.089,10.458,13.045
3.435,6.071,10.446,13.012
3.437,6.057,10.428,12.978
3.438,6.046,10.408,12.938
3.440,6.040,10.386,12.899
3.442,6.039,10.361,12.862
3.443,6.041,10.338,12.830
3.445,6.042,10.321,12.801
3.447,6.048,10.309,12.776
3.448,6.060,10.300,12.760
3.450,6.073,10.298,12.749
3.452,6.088,10.306,12.741
3.453,6.103,10.315,12.730
3.455,6.117,10.326,12.722
3.457,6.135,10.342,12.724
3.458,6.153,10.360,12.729
3.460,6.172,10.382,12.738
3.462,6.186,10.404,12.753
3.463,6.200,10.428,12.770
3.465,6.216,10.458,12.791
3.467,6.230,10.491,12.812
3.468,6.245,10.524,12.829
3.470,6.256,10.550,12.840
3.472,6.263,10.572,12.848
3.473,6.268,10.595,12.862
3.475,6.269,10.618,12.874
3.477,6.262,10.637,12.884
3.478,6.248,10.653,12.896
3.480,6.232,10.670,12.907
3.482,6.220,10.685,12.912
3.483,6.209,10.695,12.912
3.485,6.201,10.695,12.909
3.487,6.200,10.687,12.899
3.488,6.203,10.674,12.885
3.490,6.214,10.661,12.872
3.492,6.230,10.647,12.862
3.493,6.253,10.639,12.853
3.495,6.275,10.638,12.847
3.497,6.292,10.648,12.848
3.498,6.306,10.665,12.856
3.500,6.314,10.685,12.870
3.502,6.322,10.708,12.889
3.503,6.328,10.730,12.913
3.505,6.334,10.748,12.929
3.507,6.343,10.761,12.941
3.508,6.354,10.774,12.956
3.510,6.361,10.787,12.971
3.512,6.362,10.799,12.984
3.513,6.362,10.807,12.992
3.515,6.365,10.816,13.006
3.517,6.366,10.824,13.018
3.518,6.366,10.826,13.018
3.520,6.364,10.824,13.012
3.522,6.362,10.821,13.005
3.523,6.361,10.820,13.001
3.525,6.355,10.816,12.998
3.527,6.347,10.809,12.995
3.528,6.340,10.801,12.994
3.530,6.338,10.792,12.991
3.532,6.339,10.782,12.986
3.533,6.344,10.767,12.977
3.535,6.349,10.754,12.967
3.537,6.353,10.742,12.958
3.538,6.357,10.735,12.954
3.540,6.362,10.733,12.954
3.542,6.364,10.734,12.956
3.543,6.362,10.734,12.959
3.545,6.363,10.732,12.960
3.547,6.371,10.725,12.959
3.548,6.382,10.718,12.958
3.550,6.390,10.706,12.957
3.552,6.401,10.691,12.955
3.553,6.412,10.680,12.955
3.555,6.416,10.675,12.961
3.557,6.417,10.672,12.966
3.558,6.418,10.665,12.969
3.560,6.422,10.661,12.972
3.562,6.424,10.658,12.977
3.563,6.430,10.652,12.978
3.565,6.441,10.642,12.976
3.567,6.450,10.631,12.978
3.568,6.455,10.624,12.981
3.570,6.461,10.619,12.985
3.572,6.468,10.613,12.989
3.573,6.472,10.610,12.995
3.575,6.475,10.604,12.999
3.577,6.480,10.596,13.000
3.578,6.482,10.588,13.004
3.580,6.478,10.581,13.006
3.582,6.467,10.573,13.003
3.583,6.456,10.565,13.000
3.585,6.444,10.558,12.997
3.587,6.430,10.549,12.991
3.588,6.419,10.532,12.977
3.590,6.412,10.508,12.957
3.592,6.406,10.477,12.935
3.593,6.402,10.445,12.909
3.595,6.395,10.417,12.890
3.597,6.386,10.396,12.875
3.598,6.379,10.380,12.864
3.600,6.373,10.367,12.859
3.602,6.367,10.358,12.857
3.603,6.361,10.346,12.851
3.605,6.358,10.328,12.838
3.607,6.350,10.307,12.822
3.608,6.338,10.286,12.806
3.610,6.324,10.266,12.784
3.612,6.312,10.244,12.765
3.613,6.293,10.223,12.748
3.615,6.271,10.200,12.728
3.617,6.251,10.176,12.706
3.618,6.233,10.149,12.681
3.620,6.212,10.125,12.657
3.622,6.186,10.100,12.629
3.623,6.165,10.076,12.602
3.625,6.145,10.051,12.570
3.627,6.123,10.021,12.539
3.628,6.100,9.991,12.511
3.630,6.078,9.958,12.484
3.632,6.055,9.924,12.455
3.633,6.029,9.889,12.424
3.635,6.008,9.854,12.393
3.637,5.989,9.825,12.356
3.638,5.968,9.795,12.315
3.640,5.946,9.763,12.273
3.642,5.925,9.731,12.234
3.643,5.900,9.705,12.201
3.645,5.876,9.679,12.173
3.647,5.849,9.651,12.143
3.648,5.823,9.621,12.112
3.650,5.797,9.591,12.080
3.652,5.773,9.561,12.045
3.653,5.753,9.530,12.010
3.655,5.732,9.500,11.975
3.657,5.712,9.471,11.946
3.658,5.691,9.449,11.923
3.660,5.667,9.428,11.901
3.662,5.640,9.408,11.875
3.663,5.608,9.386,11.843
3.665,5.574,9.364,11.809
3.667,5.543,9.342,11.775
3.668,5.512,9.313,11.737
3.670,5.482,9.279,11.694
3.672,5.452,9.244,11.653
3.673,5.427,9.207,11.614
3.675,5.400,9.168,11.575
3.677,5.367,9.129,11.533
3.678,5.336,9.093,11.494
3.680,5.310,9.058,11.458
3.682,5.285,9.026,11.422
3.683,5.256,8.997,11.381
3.685,5.229,8.970,11.336
3.687,5.203,8.939,11.294
3.688,5.177,8.909,11.252
3.690,5.151,8.883,11.209
3.692,5.130,8.851,11.168
3.693,5.115,8.815,11.128
3.695,5.105,8.778,11.094
3.697,5.098,8.747,11.059
3.698,5.093,8.719,11.025
3.700,5.091,8.694,10.999
3.702,5.088,8.675,10.976
3.703,5.082,8.664,10.959
3.705,5.069,8.658,10.947
3.707,5.054,8.654,10.941
3.708,5.040,8.647,10.936
3.710,5.023,8.640,10.924
3.712,5.005,8.631,10.908
3.713,4.988,8.618,10.890
3.715,4.974,8.601,10.868
3.717,4.961,8.581,10.842
3.718,4.949,8.562,10.814
3.720,4.936,8.548,10.790
3.722,4.923,8.533,10.770
3.723,4.911,8.516,10.751
3.725,4.902,8.499,10.733
3.727,4.895,8.486,10.714
3.728,4.889,8.472,10.695
3.730,4.881,8.455,10.675
3.732,4.875,8.437,10.658
3.733,4.871,8.425,10.648
3.735,4.867,8.417,10.638
3.737,4.863,8.409,10.631
3.738,4.856,8.399,10.622
3.740,4.850,8.390,10.613
3.742,4.843,8.383,10.608
3.743,4.832,8.375,10.599
3.745,4.815,8.366,10.586
3.747,4.792,8.356,10.572
3.748,4.773,8.344,10.563
3.750,4.754,8.332,10.557
3.752,4.735,8.318,10.544
3.753,4.716,8.302,10.527
3.755,4.705,8.282,10.510
3.757,4.702,8.260,10.491
3.758,4.699,8.236,10.467
3.760,4.694,8.212,10.439
3.762,4.692,8.187,10.414
3.763,4.694,8.167,10.398
3.765,4.695,8.151,10.387
3.767,4.698,8.139,10.384
3.768,4.700,8.132,10.389
3.770,4.707,8.129,10.397
3.772,4.716,8.125,10.405
3.773,4.727,8.121,10.404
3.775,4.737,8.117,10.402
3.777,4.747,8.117,10.404
3.778,4.759,8.119,10.412
3.780,4.771,8.125,10.430
3.782,4.782,8.140,10.454
3.783,4.791,8.158,10.488
3.785,4.802,8.174,10.523
3.787,4.812,8.188,10.561
3.788,4.824,8.202,10.596
3.790,4.832,8.214,10.627
3.792,4.838,8.224,10.661
3.793,4.841,8.236,10.697
3.795,4.844,8.248,10.737
3.797,4.844,8.261,10.775
3.798,4.841,8.275,10.809
3.800,4.837,8.285,10.840
3.802,4.832,8.287,10.869
3.803,4.827,8.284,10.892
3.805,4.819,8.279,10.920
3.807,4.812,8.273,10.949
3.808,4.805,8.264,10.983
3.810,4.801,8.255,11.015
3.812,4.805,8.250,11.050
3.813,4.814,8.246,11.089
3.815,4.826,8.243,11.130
3.817,4.840,8.239,11.173
3.818,4.855,8.241,11.218
3.820,4.870,8.246,11.273
3.822,4.878,8.255,11.338
3.823,4.882,8.269,11.410
3.825,4.889,8.289,11.487
3.827,4.896,8.310,11.569
3.828,4.904,8.329,11.652
3.830,4.914,8.346,11.735
3.832,4.931,8.360,11.813
3.833,4.950,8.373,11.890
3.835,4.970,8.380,11.961
3.837,4.989,8.388,12.035
3.838,5.012,8.403,12.118
3.840,5.032,8.425,12.210
3.842,5.050,8.451,12.316
3.843,5.067,8.483,12.432
3.845,5.085,8.521,12.555
3.847,5.101,8.561,12.679
3.848,5.118,8.596,12.799
3.850,5.139,8.628,12.915
3.852,5.159,8.662,13.026
3.853,5.180,8.695,13.134
3.855,5.202,8.725,13.242
3.857,5.226,8.754,13.352
3.858,5.245,8.784,13.465
3.860,5.263,8.814,13.581
3.862,5.284,8.842,13.702
3.863,5.303,8.871,13.825
3.865,5.323,8.901,13.946
3.867,5.341,8.934,14.070
3.868,5.359,8.966,14.196
3.870,5.375,9.002,14.325
3.872,5.387,9.037,14.450
3.873,5.398,9.072,14.571
3.875,5.409,9.104,14.691
3.877,5.418,9.132,14.806
3.878,5.425,9.160,14.918
3.880,5.432,9.186,15.027
3.882,5.441,9.210,15.139
3.883,5.448,9.233,15.251
3.885,5.451,9.254,15.356
3.887,5.456,9.274,15.458
3.888,5.464,9.297,15.561
3.890,5.473,9.319,15.662
3.892,5.482,9.338,15.754
3.893,5.493,9.353,15.836
3.895,5.506,9.370,15.921
3.897,5.517,9.388,16.007
3.898,5.527,9.406,16.084
3.900,5.535,9.421,16.154
3.902,5.541,9.439,16.231
3.903,5.549,9.460,16.312
3.905,5.554,9.482,16.387
3.907,5.555,9.502,16.454
3.908,5.551,9.520,16.523
3.910,5.541,9.537,16.588
3.912,5.530,9.554,16.644
3.913,5.517,9.570,16.691
3.915,5.506,9.579,16.733
3.917,5.498,9.581,16.768
3.918,5.496,9.576,16.794
3.920,5.500,9.567,16.809
3.922,5.503,9.558,16.816
3.923,5.506,9.549,16.818
3.925,5.507,9.542,16.822
3.927,5.507,9.537,16.827
3.928,5.503,9.538,16.829
3.930,5.496,9.540,16.829
3.932,5.487,9.541,16.829
3.933,5.474,9.541,16.827
3.935,5.458,9.538,16.814
3.937,5.437,9.536,16.794
3.938,5.417,9.529,16.769
3.940,5.400,9.517,16.737
3.942,5.381,9.497,16.698
3.943,5.360,9.473,16.649
3.945,5.339,9.450,16.596
3.947,5.322,9.426,16.539
3.948,5.305,9.401,16.474
3.950,5.291,9.377,16.405
3.952,5.286,9.357,16.335
3.953,5.284,9.338,16.265
3.955,5.280,9.317,16.195
3.957,5.274,9.294,16.123
3.958,5.269,9.275,16.053
3.960,5.261,9.260,15.983
3.962,5.250,9.246,15.910
3.963,5.234,9.231,15.838
3.965,5.221,9.213,15.759
3.967,5.208,9.194,15.678
3.968,5.193,9.175,15.594
3.970,5.175,9.154,15.508
3.972,5.154,9.129,15.417
3.973,5.135,9.105,15.316
3.975,5.112,9.086,15.217
3.977,5.089,9.067,15.119
3.978,5.061,9.042,15.020
3.980,5.029,9.012,14.918
3.982,4.994,8.982,14.816
3.983,4.961,8.950,14.714
3.985,4.929,8.914,14.606
3.987,4.897,8.874,14.488
3.988,4.865,8.832,14.363
3.990,4.838,8.787,14.234
3.992,4.818,8.742,14.102
3.993,4.796,8.696,13.971
3.995,4.775,8.650,13.839
3.997,4.755,8.607,13.718
3.998,4.738,8.572,13.606
4.000,4.721,8.542,13.500
4.002,4.704,8.514,13.396
4.003,4.690,8.491,13.295
4.005,4.676,8.469,13.195
4.007,4.663,8.448,13.093
4.008,4.648,8.423,12.991
4.010,4.632,8.396,12.887
4.012,4.616,8.368,12.784
4.013,4.599,8.340,12.685
4.015,4.585,8.315,12.588
4.017,4.573,8.291,12.491
4.018,4.560,8.270,12.396
4.020,4.546,8.249,12.302
4.022,4.534,8.229,12.209
4.023,4.521,8.209,12.115
4.025,4.504,8.186,12.022
4.027,4.486,8.166,11.933
4.028,4.468,8.146,11.841
4.030,4.449,8.126,11.747
4.032,4.430,8.107,11.657
4.033,4.412,8.086,11.566
4.035,4.398,8.059,11.475
4.037,4.389,8.027,11.382
4.038,4.382,7.999,11.295
4.040,4.381,7.975,11.216
4.042,4.382,7.955,11.143
4.043,4.386,7.940,11.076
4.045,4.392,7.934,11.018
4.047,4.397,7.933,10.964
4.048,4.402,7.936,10.911
4.050,4.406,7.944,10.859
4.052,4.408,7.955,10.812
4.053,4.403,7.967,10.764
4.055,4.395,7.978,10.718
4.057,4.385,7.991,10.672
4.058,4.378,8.003,10.630
4.060,4.369,8.008,10.583
4.062,4.363,8.007,10.535
4.063,4.364,8.006,10.488
4.065,4.371,8.008,10.443
4.067,4.381,8.013,10.402
4.068,4.392,8.019,10.363
4.070,4.410,8.034,10.331
4.072,4.429,8.056,10.303
4.073,4.447,8.088,10.282
4.075,4.461,8.123,10.262
4.077,4.473,8.163,10.247
4.078,4.487,8.208,10.236
4.080,4.499,8.255,10.230
4.082,4.513,8.305,10.227
4.083,4.528,8.354,10.224
4.085,4.542,8.404,10.224
4.087,4.555,8.454,10.223
4.088,4.563,8.507,10.224
4.090,4.569,8.564,10.223
4.092,4.575,8.623,10.227
4.093,4.586,8.686,10.228
4.095,4.602,8.751,10.229
4.097,4.622,8.821,10.233
4.098,4.645,8.895,10.242
4.100,4.671,8.973,10.259
4.102,4.697,9.056,10.281
4.103,4.720,9.147,10.311
4.105,4.738,9.248,10.347
4.107,4.758,9.358,10.388
4.108,4.784,9.473,10.436
4.110,4.809,9.593,10.485
4.112,4.835,9.725,10.537
4.113,4.864,9.861,10.589
4.115,4.898,10.002,10.645
4.117,4.936,10.150,10.710
4.118,4.973,10.311,10.781
4.120,5.010,10.486,10.859
4.122,5.045,10.667,10.940
4.123,5.084,10.856,11.030
4.125,5.123,11.059,11.134
4.127,5.157,11.276,11.242
4.128,5.188,11.504,11.350
4.130,5.221,11.739,11.462
4.132,5.257,11.986,11.582
4.133,5.291,12.244,11.710
4.135,5.322,12.509,11.836
4.137,5.353,12.782,11.966
4.138,5.384,13.064,12.107
4.140,5.413,13.361,12.257
4.142,5.443,13.670,12.418
4.143,5.475,13.994,12.583
4.145,5.509,14.330,12.755
4.147,5.550,14.680,12.934
4.148,5.600,15.043,13.120
4.150,5.659,15.424,13.315
4.152,5.716,15.821,13.517
4.153,5.774,16.235,13.736
4.155,5.834,16.673,13.971
4.157,5.902,17.138,14.223
4.158,5.971,17.625,14.487
4.160,6.039,18.131,14.763
4.162,6.110,18.660,15.050
4.163,6.184,19.213,15.352
4.165,6.256,19.784,15.666
4.167,6.318,20.374,15.994
4.168,6.373,20.982,16.334
4.170,6.425,21.609,16.683
4.172,6.475,22.250,17.040
4.173,6.521,22.903,17.400
4.175,6.567,23.567,17.766
4.177,6.617,24.244,18.136
4.178,6.668,24.934,18.515
4.180,6.717,25.637,18.902
4.182,6.764,26.354,19.296
4.183,6.809,27.088,19.699
4.185,6.844,27.845,20.113
4.187,6.872,28.621,20.540
4.188,6.896,29.412,20.974
4.190,6.920,30.216,21.415
4.192,6.947,31.033,21.861
4.193,6.979,31.854,22.310
4.195,7.023,32.679,22.754
4.197,7.081,33.508,23.191
4.198,7.150,34.347,23.630
4.200,7.226,35.201,24.078
4.202,7.303,36.073,24.544
4.203,7.382,36.969,25.028
4.205,7.459,37.892,25.539
4.207,7.533,38.840,26.071
4.208,7.605,39.806,26.622
4.210,7.673,40.783,27.183
4.212,7.742,41.764,27.743
4.213,7.808,42.746,28.299
4.215,7.872,43.724,28.851
4.217,7.932,44.697,29.401
4.218,7.988,45.665,29.945
4.220,8.043,46.628,30.487
4.222,8.095,47.589,31.029
4.223,8.145,48.544,31.570
4.225,8.194,49.489,32.106
4.227,8.239,50.424,32.635
4.228,8.282,51.347,33.153
4.230,8.324,52.258,33.661
4.232,8.363,53.154,34.157
4.233,8.395,54.038,34.646
4.235,8.420,54.904,35.130
4.237,8.441,55.756,35.609
4.238,8.461,56.589,36.079
4.240,8.478,57.396,36.532
4.242,8.497,58.181,36.973
4.243,8.518,58.943,37.400
4.245,8.545,59.682,37.811
4.247,8.572,60.395,38.208
4.248,8.595,61.084,38.593
4.250,8.613,61.751,38.967
4.252,8.625,62.393,39.326
4.253,8.636,63.005,39.671
4.255,8.643,63.589,40.000
4.257,8.647,64.140,40.307
4.258,8.650,64.656,40.590
4.260,8.650,65.136,40.858
4.262,8.651,65.582,41.107
4.263,8.647,65.991,41.337
4.265,8.641,66.362,41.543
4.267,8.631,66.698,41.732
4.268,8.617,67.000,41.906
4.270,8.603,67.267,42.063
4.272,8.586,67.499,42.198
4.273,8.564,67.691,42.305
4.275,8.539,67.844,42.387
4.277,8.512,67.956,42.449
4.278,8.488,68.028,42.486
4.280,8.459,68.063,42.495
4.282,8.426,68.059,42.482
4.283,8.394,68.021,42.457
4.285,8.358,67.949,42.416
4.287,8.319,67.843,42.355
4.288,8.273,67.699,42.277
4.290,8.229,67.520,42.179
4.292,8.186,67.308,42.059
4.293,8.142,67.057,41.917
4.295,8.097,66.769,41.756
4.297,8.050,66.448,41.575
4.298,8.002,66.101,41.376
4.300,7.954,65.722,41.157
4.302,7.905,65.311,40.924
4.303,7.859,64.870,40.673
4.305,7.815,64.399,40.408
4.307,7.770,63.898,40.125
4.308,7.725,63.373,39.828
4.310,7.676,62.825,39.525
4.312,7.622,62.255,39.217
4.313,7.561,61.667,38.901
4.315,7.499,61.060,38.567
4.317,7.439,60.432,38.218
4.318,7.379,59.784,37.859
4.320,7.317,59.114,37.488
4.322,7.253,58.424,37.101
4.323,7.189,57.713,36.703
4.325,7.122,56.988,36.297
4.327,7.050,56.250,35.887
4.328,6.979,55.496,35.464
4.330,6.910,54.727,35.032
4.332,6.842,53.947,34.593
4.333,6.773,53.160,34.151
4.335,6.703,52.363,33.706
4.337,6.629,51.558,33.260
4.338,6.553,50.745,32.813
4.340,6.476,49.925,32.360
4.342,6.399,49.096,31.904
4.343,6.319,48.263,31.444
4.345,6.240,47.429,30.975
4.347,6.167,46.593,30.501
4.348,6.094,45.757,30.027
4.350,6.018,44.925,29.560
4.352,5.941,44.101,29.097
4.353,5.867,43.281,28.637
4.355,5.794,42.462,28.186
4.357,5.721,41.646,27.738
4.358,5.652,40.835,27.297
4.360,5.591,40.030,26.855
4.362,5.534,39.228,26.414
4.363,5.482,38.437,25.978
4.365,5.436,37.656,25.548
4.367,5.392,36.887,25.132
4.368,5.350,36.133,24.724
4.370,5.314,35.392,24.326
4.372,5.282,34.665,23.942
4.373,5.250,33.948,23.571
4.375,5.216,33.245,23.208
4.377,5.178,32.557,22.851
4.378,5.142,31.881,22.505
4.380,5.100,31.216,22.170
4.382,5.054,30.560,21.842
4.383,5.008,29.914,21.513
4.385,4.966,29.279,21.185
4.387,4.931,28.649,20.863
4.388,4.897,28.028,20.549
4.390,4.859,27.421,20.242
4.392,4.822,26.831,19.945
4.393,4.786,26.257,19.664
4.395,4.751,25.695,19.394
4.397,4.716,25.147,19.132
4.398,4.679,24.611,18.878
4.400,4.644,24.086,18.634
4.402,4.613,23.571,18.396
4.403,4.585,23.067,18.161
4.405,4.557,22.577,17.938
4.407,4.523,22.098,17.725
4.408,4.493,21.630,17.514
4.410,4.470,21.172,17.308
4.412,4.448,20.729,17.113
4.413,4.425,20.296,16.930
4.415,4.401,19.872,16.754
4.417,4.379,19.461,16.585
4.418,4.356,19.064,16.427
4.420,4.333,18.679,16.274
4.422,4.313,18.304,16.127
4.423,4.292,17.939,15.985
4.425,4.279,17.585,15.850
4.427,4.266,17.247,15.726
4.428,4.253,16.921,15.614
4.430,4.243,16.605,15.513
4.432,4.234,16.297,15.417
4.433,4.228,16.000,15.326
4.435,4.224,15.714,15.245
4.437,4.225,15.432,15.171
4.438,4.231,15.158,15.103
4.440,4.236,14.897,15.044
4.442,4.239,14.648,14.998
4.443,4.238,14.408,14.963
4.445,4.230,14.178,14.934
4.447,4.219,13.961,14.909
4.448,4.207,13.756,14.888
4.450,4.199,13.554,14.871
4.452,4.196,13.358,14.855
4.453,4.195,13.166,14.837
4.455,4.199,12.979,14.822
4.457,4.207,12.794,14.809
4.458,4.214,12.614,14.804
4.460,4.216,12.443,14.804
4.462,4.213,12.277,14.805
4.463,4.213,12.118,14.813
4.465,4.210,11.968,14.828
4.467,4.203,11.825,14.843
4.468,4.196,11.684,14.857
4.470,4.192,11.544,14.869
4.472,4.191,11.407,14.883
4.473,4.188,11.272,14.899
4.475,4.185,11.140,14.916
4.477,4.189,11.011,14.939
4.478,4.197,10.888,14.964
4.480,4.201,10.772,14.990
4.482,4.201,10.664,15.015
4.483,4.204,10.561,15.041
4.485,4.207,10.462,15.070
4.487,4.204,10.368,15.098
4.488,4.195,10.274,15.124
4.490,4.186,10.180,15.150
4.492,4.178,10.087,15.179
4.493,4.170,9.998,15.209
4.495,4.165,9.908,15.230
4.497,4.164,9.817,15.247
4.498,4.166,9.727,15.260
4.500,4.172,9.642,15.276
4.502,4.179,9.562,15.291
4.503,4.181,9.486,15.305
4.505,4.180,9.416,15.323
4.507,4.177,9.352,15.341
4.508,4.172,9.290,15.360
4.510,4.160,9.227,15.376
4.512,4.145,9.162,15.386
4.513,4.135,9.097,15.388
4.515,4.122,9.031,15.386
4.517,4.106,8.965,15.378
4.518,4.090,8.902,15.373
4.520,4.078,8.840,15.359
4.522,4.073,8.776,15.338
4.523,4.063,8.711,15.313
4.525,4.055,8.645,15.287
4.527,4.048,8.577,15.261
4.528,4.044,8.512,15.227
4.530,4.036,8.449,15.196
4.532,4.025,8.391,15.168
4.533,4.014,8.336,15.139
4.535,4.004,8.281,15.106
4.537,3.997,8.227,15.064
4.538,3.993,8.175,15.023
4.540,3.992,8.125,14.977
4.542,3.994,8.072,14.925
4.543,3.994,8.020,14.874
4.545,3.992,7.975,14.822
4.547,3.987,7.933,14.770
4.548,3.981,7.890,14.715
4.550,3.968,7.845,14.656
4.552,3.949,7.803,14.596
4.553,3.933,7.762,14.532
4.555,3.920,7.720,14.463
4.557,3.903,7.677,14.395
4.558,3.884,7.632,14.318
4.560,3.867,7.588,14.239
4.562,3.855,7.545,14.159
4.563,3.843,7.500,14.079
4.565,3.827,7.453,13.994
4.567,3.816,7.406,13.903
4.568,3.810,7.361,13.814
4.570,3.807,7.319,13.724
4.572,3.799,7.279,13.632
4.573,3.792,7.240,13.536
4.575,3.788,7.204,13.439
4.577,3.778,7.172,13.346
4.578,3.761,7.140,13.254
4.580,3.743,7.108,13.160
4.582,3.726,7.075,13.062
4.583,3.705,7.044,12.960
4.585,3.683,7.010,12.855
4.587,3.664,6.969,12.743
4.588,3.646,6.926,12.628
4.590,3.629,6.883,12.511
4.592,3.613,6.839,12.392
4.593,3.596,6.795,12.276
4.595,3.579,6.753,12.164
4.597,3.561,6.714,12.055
4.598,3.543,6.676,11.949
4.600,3.522,6.639,11.843
4.602,3.503,6.602,11.736
4.603,3.486,6.566,11.625
4.605,3.473,6.532,11.513
4.607,3.459,6.503,11.404
4.608,3.446,6.472,11.293
4.610,3.436,6.439,11.179
4.612,3.426,6.408,11.067
4.613,3.414,6.379,10.963
4.615,3.395,6.351,10.861
4.617,3.378,6.320,10.756
4.618,3.361,6.292,10.653
4.620,3.343,6.267,10.557
4.622,3.326,6.244,10.464
4.623,3.314,6.218,10.367
4.625,3.305,6.191,10.267
4.627,3.290,6.168,10.170
4.628,3.272,6.147,10.073
4.630,3.255,6.126,9.972
4.632,3.239,6.107,9.871
4.633,3.223,6.089,9.775
4.635,3.207,6.069,9.680
4.637,3.193,6.046,9.587
4.638,3.184,6.025,9.503
4.640,3.177,6.006,9.424
4.642,3.169,5.983,9.344
4.643,3.159,5.961,9.264
4.645,3.148,5.942,9.186
4.647,3.139,5.927,9.108
4.648,3.128,5.911,9.028
4.650,3.112,5.893,8.946
4.652,3.092,5.877,8.867
4.653,3.074,5.864,8.792
4.655,3.058,5.854,8.720
4.657,3.041,5.838,8.650
4.658,3.025,5.821,8.579
4.660,3.008,5.805,8.510
4.662,2.994,5.792,8.445
4.663,2.978,5.778,8.383
4.665,2.963,5.762,8.317
4.667,2.949,5.747,8.247
4.668,2.938,5.732,8.178
4.670,2.931,5.717,8.111
4.672,2.926,5.702,8.045
4.673,2.923,5.689,7.984
4.675,2.919,5.675,7.927
4.677,2.913,5.667,7.876
4.678,2.904,5.664,7.828
4.680,2.892,5.661,7.787
4.682,2.875,5.655,7.747
4.683,2.860,5.647,7.706
4.685,2.840,5.641,7.662
4.687,2.816,5.632,7.619
4.688,2.794,5.621,7.576
4.690,2.775,5.610,7.530
4.692,2.758,5.601,7.478
4.693,2.743,5.589,7.425
4.695,2.734,5.569,7.369
4.697,2.728,5.547,7.314
4.698,2.726,5.525,7.260
4.700,2.725,5.506,7.206
4.702,2.727,5.490,7.159
4.703,2.726,5.479,7.118
4.705,2.727,5.475,7.086
4.707,2.726,5.473,7.059
4.708,2.724,5.475,7.030
4.710,2.725,5.474,7.002
4.712,2.726,5.472,6.974
4.713,2.725,5.469,6.946
4.715,2.724,5.468,6.917
4.717,2.726,5.467,6.890
4.718,2.728,5.468,6.872
4.720,2.725,5.474,6.855
4.722,2.719,5.481,6.836
4.723,2.714,5.486,6.823
4.725,2.710,5.491,6.810
4.727,2.702,5.493,6.795
4.728,2.693,5.490,6.777
4.730,2.687,5.483,6.756
4.732,2.678,5.478,6.739
4.733,2.665,5.475,6.715
4.735,2.650,5.468,6.694
4.737,2.639,5.463,6.671
4.738,2.632,5.460,6.644
4.740,2.625,5.454,6.617
4.742,2.620,5.439,6.587
4.743,2.617,5.424,6.559
4.745,2.616,5.414,6.528
4.747,2.616,5.404,6.498
4.748,2.614,5.393,6.472
4.750,2.613,5.382,6.447
4.752,2.614,5.374,6.424
4.753,2.618,5.367,6.403
4.755,2.625,5.360,6.383
4.757,2.633,5.352,6.366
4.758,2.643,5.346,6.349
4.760,2.657,5.345,6.336
4.762,2.674,5.349,6.327
4.763,2.692,5.356,6.320
4.765,2.705,5.363,6.318
4.767,2.717,5.372,6.317
4.768,2.729,5.382,6.320
4.770,2.740,5.393,6.323
4.772,2.750,5.402,6.324
4.773,2.755,5.409,6.321
4.775,2.763,5.415,6.318
4.777,2.773,5.424,6.313
4.778,2.780,5.429,6.304
4.780,2.787,5.432,6.294
4.782,2.792,5.435,6.288
4.783,2.804,5.440,6.284
4.785,2.815,5.445,6.280
4.787,2.824,5.448,6.275
4.788,2.836,5.451,6.273
4.790,2.848,5.455,6.277
4.792,2.865,5.458,6.274
4.793,2.881,5.459,6.266
4.795,2.897,5.459,6.257
4.797,2.913,5.464,6.252
4.798,2.926,5.470,6.249
4.800,2.938,5.476,6.245
4.802,2.948,5.484,6.245
4.803,2.954,5.495,6.248
4.805,2.959,5.505,6.250
4.807,2.961,5.510,6.247
4.808,2.956,5.515,6.240
4.810,2.948,5.520,6.232
4.812,2.939,5.519,6.218
4.813,2.936,5.511,6.197
4.815,2.940,5.498,6.175
4.817,2.948,5.484,6.151
4.818,2.964,5.464,6.123
4.820,2.987,5.442,6.094
4.822,3.007,5.428,6.072
4.823,3.020,5.424,6.064
4.825,3.028,5.424,6.061
4.827,3.038,5.428,6.059
4.828,3.048,5.442,6.062
4.830,3.054,5.458,6.063
4.832,3.061,5.471,6.064
